,SubjectID1,SubjectID2,Group1,Group2,Distance,Group3,Type
5236,MI1-P3_S16,NE2-P5_S131,Wet,Dry,0.99073333,WetDry,Rhizobiome
5293,MI1-P4_S17,NE2-P5_S131,Wet,Dry,0.97626667,WetDry,Rhizobiome
5350,MI1-P5_S2,NE2-P5_S131,Wet,Dry,0.98826667,WetDry,Rhizobiome
5407,MI1-P6_S18,NE2-P5_S131,Wet,Dry,0.98406667,WetDry,Rhizobiome
5464,MO1-P1_S87,NE2-P5_S131,Wet,Dry,0.98566667,WetDry,Rhizobiome
5521,MO1-P2_S88,NE2-P5_S131,Wet,Dry,0.9888,WetDry,Rhizobiome
5578,MO1-P3_S89,NE2-P5_S131,Wet,Dry,0.9852,WetDry,Rhizobiome
5635,MO1-P4_S90,NE2-P5_S131,Wet,Dry,0.98606667,WetDry,Rhizobiome
5692,MO1-P5_S7,NE2-P5_S131,Wet,Dry,0.9862,WetDry,Rhizobiome
5749,MO1-P6_S91,NE2-P5_S131,Wet,Dry,0.9776,WetDry,Rhizobiome
5806,MS1-P1_S33,NE2-P5_S131,Wet,Dry,0.97893333,WetDry,Rhizobiome
5863,MS1-P2_S34,NE2-P5_S131,Wet,Dry,0.98066667,WetDry,Rhizobiome
5920,MS1-P3_S35,NE2-P5_S131,Wet,Dry,0.98786667,WetDry,Rhizobiome
5977,MS1-P4_S36,NE2-P5_S131,Wet,Dry,0.9756,WetDry,Rhizobiome
6034,MS1-P5_S37,NE2-P5_S131,Wet,Dry,0.98893333,WetDry,Rhizobiome
6091,MS1-P6_S38,NE2-P5_S131,Wet,Dry,0.98013333,WetDry,Rhizobiome
6148,NC1-P1_S63,NE2-P5_S131,Wet,Dry,0.98046667,WetDry,Rhizobiome
6205,NC1-P2_S64,NE2-P5_S131,Wet,Dry,0.98333333,WetDry,Rhizobiome
6262,NC1-P3_S65,NE2-P5_S131,Wet,Dry,0.9816,WetDry,Rhizobiome
6319,NC1-P4_S66,NE2-P5_S131,Wet,Dry,0.97373333,WetDry,Rhizobiome
6376,NC1-P5_S67,NE2-P5_S131,Wet,Dry,0.9726,WetDry,Rhizobiome
6433,NC1-P6_S68,NE2-P5_S131,Wet,Dry,0.98106667,WetDry,Rhizobiome
6490,NE1-P1_S109,NE2-P5_S131,Wet,Dry,0.96846667,WetDry,Rhizobiome
6547,NE1-P2_S110,NE2-P5_S131,Wet,Dry,0.96613333,WetDry,Rhizobiome
6604,NE1-P5_S113,NE2-P5_S131,Wet,Dry,0.96513333,WetDry,Rhizobiome
6661,NE1-P6_S114,NE2-P5_S131,Wet,Dry,0.9728,WetDry,Rhizobiome
629,NE2-P6_S132,NE2-P5_S131,Dry,Dry,0.90966667,DryDry,Rhizobiome
664,NM1-P2_S39,NE2-P5_S131,Dry,Dry,0.9316,DryDry,Rhizobiome
700,NM1-P3_S40,NE2-P5_S131,Dry,Dry,0.93046667,DryDry,Rhizobiome
737,NM1-P6_S41,NE2-P5_S131,Dry,Dry,0.93466667,DryDry,Rhizobiome
775,OK1-P1_S48,NE2-P5_S131,Dry,Dry,0.936,DryDry,Rhizobiome
814,OK1-P2_S49,NE2-P5_S131,Dry,Dry,0.92586667,DryDry,Rhizobiome
854,OK1-P3_S50,NE2-P5_S131,Dry,Dry,0.91753333,DryDry,Rhizobiome
895,OK1-P4_S51,NE2-P5_S131,Dry,Dry,0.93333333,DryDry,Rhizobiome
937,OK1-P5_S52,NE2-P5_S131,Dry,Dry,0.9234,DryDry,Rhizobiome
980,OK1-P6_S53,NE2-P5_S131,Dry,Dry,0.93493333,DryDry,Rhizobiome
6718,SC1-P1_S92,NE2-P5_S131,Wet,Dry,0.97806667,WetDry,Rhizobiome
6775,SC1-P2_S93,NE2-P5_S131,Wet,Dry,0.9782,WetDry,Rhizobiome
6832,SC1-P3_S94,NE2-P5_S131,Wet,Dry,0.96253333,WetDry,Rhizobiome
6889,SC1-P4_S95,NE2-P5_S131,Wet,Dry,0.97893333,WetDry,Rhizobiome
6946,SC1-P5_S96,NE2-P5_S131,Wet,Dry,0.98253333,WetDry,Rhizobiome
7003,SC1-P6_S97,NE2-P5_S131,Wet,Dry,0.9828,WetDry,Rhizobiome
1024,SD1-P1_S115,NE2-P5_S131,Dry,Dry,0.93273333,DryDry,Rhizobiome
1069,SD1-P2_S116,NE2-P5_S131,Dry,Dry,0.9454,DryDry,Rhizobiome
1115,SD1-P3_S117,NE2-P5_S131,Dry,Dry,0.91913333,DryDry,Rhizobiome
1162,SD1-P4_S118,NE2-P5_S131,Dry,Dry,0.95573333,DryDry,Rhizobiome
1210,SD1-P5_S119,NE2-P5_S131,Dry,Dry,0.9576,DryDry,Rhizobiome
1259,SD1-P6_S120,NE2-P5_S131,Dry,Dry,0.9468,DryDry,Rhizobiome
7060,TX1-P1_S57,NE2-P5_S131,Wet,Dry,0.9808,WetDry,Rhizobiome
7117,TX1-P2_S58,NE2-P5_S131,Wet,Dry,0.99186667,WetDry,Rhizobiome
7174,TX1-P3_S59,NE2-P5_S131,Wet,Dry,0.99566667,WetDry,Rhizobiome
7231,TX1-P4_S60,NE2-P5_S131,Wet,Dry,0.9834,WetDry,Rhizobiome
7288,TX1-P5_S61,NE2-P5_S131,Wet,Dry,0.98433333,WetDry,Rhizobiome
7345,TX1-P6_S62,NE2-P5_S131,Wet,Dry,0.98486667,WetDry,Rhizobiome
7402,TX2-P1_S69,NE2-P5_S131,Wet,Dry,0.9686,WetDry,Rhizobiome
7459,TX2-P2_S70,NE2-P5_S131,Wet,Dry,0.97273333,WetDry,Rhizobiome
7516,TX2-P3_S71,NE2-P5_S131,Wet,Dry,0.95526667,WetDry,Rhizobiome
7573,TX2-P4_S72,NE2-P5_S131,Wet,Dry,0.97173333,WetDry,Rhizobiome
7630,TX2-P5_S73,NE2-P5_S131,Wet,Dry,0.96813333,WetDry,Rhizobiome
7687,TX2-P6_S74,NE2-P5_S131,Wet,Dry,0.97146667,WetDry,Rhizobiome
1309,TX3-P1_S81,NE2-P5_S131,Dry,Dry,0.94013333,DryDry,Rhizobiome
1360,TX3-P2_S82,NE2-P5_S131,Dry,Dry,0.91726667,DryDry,Rhizobiome
1412,TX3-P3_S83,NE2-P5_S131,Dry,Dry,0.92553333,DryDry,Rhizobiome
1465,TX3-P4_S84,NE2-P5_S131,Dry,Dry,0.92446667,DryDry,Rhizobiome
1519,TX3-P5_S85,NE2-P5_S131,Dry,Dry,0.94133333,DryDry,Rhizobiome
1574,TX3-P6_S86,NE2-P5_S131,Dry,Dry,0.92866667,DryDry,Rhizobiome
7744,WI1-P2_S20,NE2-P5_S131,Wet,Dry,0.97693333,WetDry,Rhizobiome
7801,WI1-P3_S3,NE2-P5_S131,Wet,Dry,0.98453333,WetDry,Rhizobiome
7858,WI1-P4_S4,NE2-P5_S131,Wet,Dry,0.96593333,WetDry,Rhizobiome
7915,WI1-P5_S21,NE2-P5_S131,Wet,Dry,0.9792,WetDry,Rhizobiome
7972,WI1-P6_S22,NE2-P5_S131,Wet,Dry,0.97593333,WetDry,Rhizobiome
3356,AL1-P1_S27,NE2-P6_S132,Wet,Dry,0.982,WetDry,Rhizobiome
3413,AL1-P2_S28,NE2-P6_S132,Wet,Dry,0.9912,WetDry,Rhizobiome
3470,AL1-P4_S30,NE2-P6_S132,Wet,Dry,0.9762,WetDry,Rhizobiome
3527,AL1-P5_S31,NE2-P6_S132,Wet,Dry,0.9882,WetDry,Rhizobiome
3584,AL1-P6_S32,NE2-P6_S132,Wet,Dry,0.9816,WetDry,Rhizobiome
3926,IA1-P1_S1,NE2-P6_S132,Wet,Dry,0.9582,WetDry,Rhizobiome
3983,IA1-P2_S9,NE2-P6_S132,Wet,Dry,0.97873333,WetDry,Rhizobiome
4040,IA1-P3_S10,NE2-P6_S132,Wet,Dry,0.9796,WetDry,Rhizobiome
4097,IA1-P4_S11,NE2-P6_S132,Wet,Dry,0.96673333,WetDry,Rhizobiome
4154,IA1-P5_S12,NE2-P6_S132,Wet,Dry,0.97526667,WetDry,Rhizobiome
4211,IA1-P6_S13,NE2-P6_S132,Wet,Dry,0.97213333,WetDry,Rhizobiome
4268,IL1-P1_S75,NE2-P6_S132,Wet,Dry,0.96153333,WetDry,Rhizobiome
4325,IL1-P2_S76,NE2-P6_S132,Wet,Dry,0.93706667,WetDry,Rhizobiome
4382,IL1-P3_S77,NE2-P6_S132,Wet,Dry,0.97313333,WetDry,Rhizobiome
4439,IL1-P4_S78,NE2-P6_S132,Wet,Dry,0.941,WetDry,Rhizobiome
4496,IL1-P5_S79,NE2-P6_S132,Wet,Dry,0.95973333,WetDry,Rhizobiome
4553,IL1-P6_S80,NE2-P6_S132,Wet,Dry,0.97093333,WetDry,Rhizobiome
4610,IN1-P1_S23,NE2-P6_S132,Wet,Dry,0.97146667,WetDry,Rhizobiome
4667,IN1-P2_S5,NE2-P6_S132,Wet,Dry,0.9426,WetDry,Rhizobiome
4724,IN1-P3_S24,NE2-P6_S132,Wet,Dry,0.96826667,WetDry,Rhizobiome
4781,IN1-P4_S6,NE2-P6_S132,Wet,Dry,0.92686667,WetDry,Rhizobiome
4838,IN1-P5_S25,NE2-P6_S132,Wet,Dry,0.9614,WetDry,Rhizobiome
4895,IN1-P6_S26,NE2-P6_S132,Wet,Dry,0.9712,WetDry,Rhizobiome
50,KS1-P1_S103,NE2-P6_S132,Mesic,Dry,0.94406667,MesicDry,Rhizobiome
107,KS1-P2_S104,NE2-P6_S132,Mesic,Dry,0.93106667,MesicDry,Rhizobiome
164,KS1-P3_S105,NE2-P6_S132,Mesic,Dry,0.9302,MesicDry,Rhizobiome
221,KS1-P4_S106,NE2-P6_S132,Mesic,Dry,0.95053333,MesicDry,Rhizobiome
278,KS1-P5_S107,NE2-P6_S132,Mesic,Dry,0.9416,MesicDry,Rhizobiome
335,KS1-P6_S108,NE2-P6_S132,Mesic,Dry,0.95006667,MesicDry,Rhizobiome
4952,LA1-P1_S54,NE2-P6_S132,Wet,Dry,0.96953333,WetDry,Rhizobiome
5009,LA1-P2_S55,NE2-P6_S132,Wet,Dry,0.96853333,WetDry,Rhizobiome
5066,LA1-P6_S56,NE2-P6_S132,Wet,Dry,0.93653333,WetDry,Rhizobiome
5123,MI1-P1_S14,NE2-P6_S132,Wet,Dry,0.986,WetDry,Rhizobiome
5180,MI1-P2_S15,NE2-P6_S132,Wet,Dry,0.97886667,WetDry,Rhizobiome
5237,MI1-P3_S16,NE2-P6_S132,Wet,Dry,0.98626667,WetDry,Rhizobiome
5294,MI1-P4_S17,NE2-P6_S132,Wet,Dry,0.9692,WetDry,Rhizobiome
5351,MI1-P5_S2,NE2-P6_S132,Wet,Dry,0.98393333,WetDry,Rhizobiome
5408,MI1-P6_S18,NE2-P6_S132,Wet,Dry,0.97446667,WetDry,Rhizobiome
5465,MO1-P1_S87,NE2-P6_S132,Wet,Dry,0.97633333,WetDry,Rhizobiome
5522,MO1-P2_S88,NE2-P6_S132,Wet,Dry,0.974,WetDry,Rhizobiome
5579,MO1-P3_S89,NE2-P6_S132,Wet,Dry,0.97833333,WetDry,Rhizobiome
5636,MO1-P4_S90,NE2-P6_S132,Wet,Dry,0.97586667,WetDry,Rhizobiome
5693,MO1-P5_S7,NE2-P6_S132,Wet,Dry,0.98066667,WetDry,Rhizobiome
5750,MO1-P6_S91,NE2-P6_S132,Wet,Dry,0.96933333,WetDry,Rhizobiome
5807,MS1-P1_S33,NE2-P6_S132,Wet,Dry,0.972,WetDry,Rhizobiome
5864,MS1-P2_S34,NE2-P6_S132,Wet,Dry,0.96726667,WetDry,Rhizobiome
5921,MS1-P3_S35,NE2-P6_S132,Wet,Dry,0.97846667,WetDry,Rhizobiome
5978,MS1-P4_S36,NE2-P6_S132,Wet,Dry,0.9666,WetDry,Rhizobiome
6035,MS1-P5_S37,NE2-P6_S132,Wet,Dry,0.9892,WetDry,Rhizobiome
6092,MS1-P6_S38,NE2-P6_S132,Wet,Dry,0.9756,WetDry,Rhizobiome
6149,NC1-P1_S63,NE2-P6_S132,Wet,Dry,0.97253333,WetDry,Rhizobiome
6206,NC1-P2_S64,NE2-P6_S132,Wet,Dry,0.97126667,WetDry,Rhizobiome
6263,NC1-P3_S65,NE2-P6_S132,Wet,Dry,0.9772,WetDry,Rhizobiome
6320,NC1-P4_S66,NE2-P6_S132,Wet,Dry,0.9524,WetDry,Rhizobiome
6377,NC1-P5_S67,NE2-P6_S132,Wet,Dry,0.95133333,WetDry,Rhizobiome
6434,NC1-P6_S68,NE2-P6_S132,Wet,Dry,0.9752,WetDry,Rhizobiome
6491,NE1-P1_S109,NE2-P6_S132,Wet,Dry,0.9548,WetDry,Rhizobiome
6548,NE1-P2_S110,NE2-P6_S132,Wet,Dry,0.96053333,WetDry,Rhizobiome
6605,NE1-P5_S113,NE2-P6_S132,Wet,Dry,0.959,WetDry,Rhizobiome
6662,NE1-P6_S114,NE2-P6_S132,Wet,Dry,0.95473333,WetDry,Rhizobiome
665,NM1-P2_S39,NE2-P6_S132,Dry,Dry,0.9286,DryDry,Rhizobiome
701,NM1-P3_S40,NE2-P6_S132,Dry,Dry,0.88566667,DryDry,Rhizobiome
738,NM1-P6_S41,NE2-P6_S132,Dry,Dry,0.8868,DryDry,Rhizobiome
776,OK1-P1_S48,NE2-P6_S132,Dry,Dry,0.878,DryDry,Rhizobiome
815,OK1-P2_S49,NE2-P6_S132,Dry,Dry,0.88513333,DryDry,Rhizobiome
855,OK1-P3_S50,NE2-P6_S132,Dry,Dry,0.9146,DryDry,Rhizobiome
896,OK1-P4_S51,NE2-P6_S132,Dry,Dry,0.8766,DryDry,Rhizobiome
938,OK1-P5_S52,NE2-P6_S132,Dry,Dry,0.887,DryDry,Rhizobiome
981,OK1-P6_S53,NE2-P6_S132,Dry,Dry,0.88266667,DryDry,Rhizobiome
6719,SC1-P1_S92,NE2-P6_S132,Wet,Dry,0.9652,WetDry,Rhizobiome
6776,SC1-P2_S93,NE2-P6_S132,Wet,Dry,0.959,WetDry,Rhizobiome
6833,SC1-P3_S94,NE2-P6_S132,Wet,Dry,0.93173333,WetDry,Rhizobiome
6890,SC1-P4_S95,NE2-P6_S132,Wet,Dry,0.95193333,WetDry,Rhizobiome
6947,SC1-P5_S96,NE2-P6_S132,Wet,Dry,0.96906667,WetDry,Rhizobiome
7004,SC1-P6_S97,NE2-P6_S132,Wet,Dry,0.9748,WetDry,Rhizobiome
1025,SD1-P1_S115,NE2-P6_S132,Dry,Dry,0.9308,DryDry,Rhizobiome
1070,SD1-P2_S116,NE2-P6_S132,Dry,Dry,0.9618,DryDry,Rhizobiome
1116,SD1-P3_S117,NE2-P6_S132,Dry,Dry,0.93553333,DryDry,Rhizobiome
1163,SD1-P4_S118,NE2-P6_S132,Dry,Dry,0.93626667,DryDry,Rhizobiome
1211,SD1-P5_S119,NE2-P6_S132,Dry,Dry,0.95246667,DryDry,Rhizobiome
1260,SD1-P6_S120,NE2-P6_S132,Dry,Dry,0.9376,DryDry,Rhizobiome
7061,TX1-P1_S57,NE2-P6_S132,Wet,Dry,0.96706667,WetDry,Rhizobiome
7118,TX1-P2_S58,NE2-P6_S132,Wet,Dry,0.994,WetDry,Rhizobiome
7175,TX1-P3_S59,NE2-P6_S132,Wet,Dry,0.99286667,WetDry,Rhizobiome
7232,TX1-P4_S60,NE2-P6_S132,Wet,Dry,0.97773333,WetDry,Rhizobiome
7289,TX1-P5_S61,NE2-P6_S132,Wet,Dry,0.9782,WetDry,Rhizobiome
7346,TX1-P6_S62,NE2-P6_S132,Wet,Dry,0.97966667,WetDry,Rhizobiome
7403,TX2-P1_S69,NE2-P6_S132,Wet,Dry,0.92733333,WetDry,Rhizobiome
7460,TX2-P2_S70,NE2-P6_S132,Wet,Dry,0.95586667,WetDry,Rhizobiome
7517,TX2-P3_S71,NE2-P6_S132,Wet,Dry,0.92686667,WetDry,Rhizobiome
7574,TX2-P4_S72,NE2-P6_S132,Wet,Dry,0.94866667,WetDry,Rhizobiome
7631,TX2-P5_S73,NE2-P6_S132,Wet,Dry,0.93366667,WetDry,Rhizobiome
7688,TX2-P6_S74,NE2-P6_S132,Wet,Dry,0.9294,WetDry,Rhizobiome
1310,TX3-P1_S81,NE2-P6_S132,Dry,Dry,0.90933333,DryDry,Rhizobiome
1361,TX3-P2_S82,NE2-P6_S132,Dry,Dry,0.9226,DryDry,Rhizobiome
1413,TX3-P3_S83,NE2-P6_S132,Dry,Dry,0.9026,DryDry,Rhizobiome
1466,TX3-P4_S84,NE2-P6_S132,Dry,Dry,0.88553333,DryDry,Rhizobiome
1520,TX3-P5_S85,NE2-P6_S132,Dry,Dry,0.88886667,DryDry,Rhizobiome
1575,TX3-P6_S86,NE2-P6_S132,Dry,Dry,0.8784,DryDry,Rhizobiome
7745,WI1-P2_S20,NE2-P6_S132,Wet,Dry,0.95873333,WetDry,Rhizobiome
7802,WI1-P3_S3,NE2-P6_S132,Wet,Dry,0.97706667,WetDry,Rhizobiome
7859,WI1-P4_S4,NE2-P6_S132,Wet,Dry,0.94573333,WetDry,Rhizobiome
7916,WI1-P5_S21,NE2-P6_S132,Wet,Dry,0.93873333,WetDry,Rhizobiome
7973,WI1-P6_S22,NE2-P6_S132,Wet,Dry,0.95773333,WetDry,Rhizobiome
3357,AL1-P1_S27,NM1-P2_S39,Wet,Dry,0.97666667,WetDry,Rhizobiome
3414,AL1-P2_S28,NM1-P2_S39,Wet,Dry,0.99386667,WetDry,Rhizobiome
3471,AL1-P4_S30,NM1-P2_S39,Wet,Dry,0.9768,WetDry,Rhizobiome
3528,AL1-P5_S31,NM1-P2_S39,Wet,Dry,0.98786667,WetDry,Rhizobiome
3585,AL1-P6_S32,NM1-P2_S39,Wet,Dry,0.98393333,WetDry,Rhizobiome
3927,IA1-P1_S1,NM1-P2_S39,Wet,Dry,0.962,WetDry,Rhizobiome
3984,IA1-P2_S9,NM1-P2_S39,Wet,Dry,0.97473333,WetDry,Rhizobiome
4041,IA1-P3_S10,NM1-P2_S39,Wet,Dry,0.9842,WetDry,Rhizobiome
4098,IA1-P4_S11,NM1-P2_S39,Wet,Dry,0.98086667,WetDry,Rhizobiome
4155,IA1-P5_S12,NM1-P2_S39,Wet,Dry,0.9758,WetDry,Rhizobiome
4212,IA1-P6_S13,NM1-P2_S39,Wet,Dry,0.98326667,WetDry,Rhizobiome
4269,IL1-P1_S75,NM1-P2_S39,Wet,Dry,0.96633333,WetDry,Rhizobiome
4326,IL1-P2_S76,NM1-P2_S39,Wet,Dry,0.96186667,WetDry,Rhizobiome
4383,IL1-P3_S77,NM1-P2_S39,Wet,Dry,0.9714,WetDry,Rhizobiome
4440,IL1-P4_S78,NM1-P2_S39,Wet,Dry,0.97393333,WetDry,Rhizobiome
4497,IL1-P5_S79,NM1-P2_S39,Wet,Dry,0.96186667,WetDry,Rhizobiome
4554,IL1-P6_S80,NM1-P2_S39,Wet,Dry,0.97913333,WetDry,Rhizobiome
4611,IN1-P1_S23,NM1-P2_S39,Wet,Dry,0.97013333,WetDry,Rhizobiome
4668,IN1-P2_S5,NM1-P2_S39,Wet,Dry,0.9672,WetDry,Rhizobiome
4725,IN1-P3_S24,NM1-P2_S39,Wet,Dry,0.974,WetDry,Rhizobiome
4782,IN1-P4_S6,NM1-P2_S39,Wet,Dry,0.961,WetDry,Rhizobiome
4839,IN1-P5_S25,NM1-P2_S39,Wet,Dry,0.967,WetDry,Rhizobiome
4896,IN1-P6_S26,NM1-P2_S39,Wet,Dry,0.97693333,WetDry,Rhizobiome
51,KS1-P1_S103,NM1-P2_S39,Mesic,Dry,0.93613333,MesicDry,Rhizobiome
108,KS1-P2_S104,NM1-P2_S39,Mesic,Dry,0.962,MesicDry,Rhizobiome
165,KS1-P3_S105,NM1-P2_S39,Mesic,Dry,0.954,MesicDry,Rhizobiome
222,KS1-P4_S106,NM1-P2_S39,Mesic,Dry,0.95506667,MesicDry,Rhizobiome
279,KS1-P5_S107,NM1-P2_S39,Mesic,Dry,0.942,MesicDry,Rhizobiome
336,KS1-P6_S108,NM1-P2_S39,Mesic,Dry,0.9682,MesicDry,Rhizobiome
4953,LA1-P1_S54,NM1-P2_S39,Wet,Dry,0.96606667,WetDry,Rhizobiome
5010,LA1-P2_S55,NM1-P2_S39,Wet,Dry,0.9782,WetDry,Rhizobiome
5067,LA1-P6_S56,NM1-P2_S39,Wet,Dry,0.97026667,WetDry,Rhizobiome
5124,MI1-P1_S14,NM1-P2_S39,Wet,Dry,0.98666667,WetDry,Rhizobiome
5181,MI1-P2_S15,NM1-P2_S39,Wet,Dry,0.9804,WetDry,Rhizobiome
5238,MI1-P3_S16,NM1-P2_S39,Wet,Dry,0.99113333,WetDry,Rhizobiome
5295,MI1-P4_S17,NM1-P2_S39,Wet,Dry,0.97446667,WetDry,Rhizobiome
5352,MI1-P5_S2,NM1-P2_S39,Wet,Dry,0.97613333,WetDry,Rhizobiome
5409,MI1-P6_S18,NM1-P2_S39,Wet,Dry,0.9836,WetDry,Rhizobiome
5466,MO1-P1_S87,NM1-P2_S39,Wet,Dry,0.9836,WetDry,Rhizobiome
5523,MO1-P2_S88,NM1-P2_S39,Wet,Dry,0.98146667,WetDry,Rhizobiome
5580,MO1-P3_S89,NM1-P2_S39,Wet,Dry,0.9786,WetDry,Rhizobiome
5637,MO1-P4_S90,NM1-P2_S39,Wet,Dry,0.97686667,WetDry,Rhizobiome
5694,MO1-P5_S7,NM1-P2_S39,Wet,Dry,0.9848,WetDry,Rhizobiome
5751,MO1-P6_S91,NM1-P2_S39,Wet,Dry,0.9668,WetDry,Rhizobiome
5808,MS1-P1_S33,NM1-P2_S39,Wet,Dry,0.96553333,WetDry,Rhizobiome
5865,MS1-P2_S34,NM1-P2_S39,Wet,Dry,0.97306667,WetDry,Rhizobiome
5922,MS1-P3_S35,NM1-P2_S39,Wet,Dry,0.97586667,WetDry,Rhizobiome
5979,MS1-P4_S36,NM1-P2_S39,Wet,Dry,0.95973333,WetDry,Rhizobiome
6036,MS1-P5_S37,NM1-P2_S39,Wet,Dry,0.98733333,WetDry,Rhizobiome
6093,MS1-P6_S38,NM1-P2_S39,Wet,Dry,0.96966667,WetDry,Rhizobiome
6150,NC1-P1_S63,NM1-P2_S39,Wet,Dry,0.9728,WetDry,Rhizobiome
6207,NC1-P2_S64,NM1-P2_S39,Wet,Dry,0.9754,WetDry,Rhizobiome
6264,NC1-P3_S65,NM1-P2_S39,Wet,Dry,0.97393333,WetDry,Rhizobiome
6321,NC1-P4_S66,NM1-P2_S39,Wet,Dry,0.95873333,WetDry,Rhizobiome
6378,NC1-P5_S67,NM1-P2_S39,Wet,Dry,0.9678,WetDry,Rhizobiome
6435,NC1-P6_S68,NM1-P2_S39,Wet,Dry,0.97166667,WetDry,Rhizobiome
6492,NE1-P1_S109,NM1-P2_S39,Wet,Dry,0.96626667,WetDry,Rhizobiome
6549,NE1-P2_S110,NM1-P2_S39,Wet,Dry,0.95973333,WetDry,Rhizobiome
6606,NE1-P5_S113,NM1-P2_S39,Wet,Dry,0.96113333,WetDry,Rhizobiome
6663,NE1-P6_S114,NM1-P2_S39,Wet,Dry,0.95366667,WetDry,Rhizobiome
702,NM1-P3_S40,NM1-P2_S39,Dry,Dry,0.88686667,DryDry,Rhizobiome
739,NM1-P6_S41,NM1-P2_S39,Dry,Dry,0.89153333,DryDry,Rhizobiome
777,OK1-P1_S48,NM1-P2_S39,Dry,Dry,0.91713333,DryDry,Rhizobiome
816,OK1-P2_S49,NM1-P2_S39,Dry,Dry,0.91173333,DryDry,Rhizobiome
856,OK1-P3_S50,NM1-P2_S39,Dry,Dry,0.9116,DryDry,Rhizobiome
897,OK1-P4_S51,NM1-P2_S39,Dry,Dry,0.91626667,DryDry,Rhizobiome
939,OK1-P5_S52,NM1-P2_S39,Dry,Dry,0.91073333,DryDry,Rhizobiome
982,OK1-P6_S53,NM1-P2_S39,Dry,Dry,0.905,DryDry,Rhizobiome
6720,SC1-P1_S92,NM1-P2_S39,Wet,Dry,0.95906667,WetDry,Rhizobiome
6777,SC1-P2_S93,NM1-P2_S39,Wet,Dry,0.95793333,WetDry,Rhizobiome
6834,SC1-P3_S94,NM1-P2_S39,Wet,Dry,0.93846667,WetDry,Rhizobiome
6891,SC1-P4_S95,NM1-P2_S39,Wet,Dry,0.97066667,WetDry,Rhizobiome
6948,SC1-P5_S96,NM1-P2_S39,Wet,Dry,0.96693333,WetDry,Rhizobiome
7005,SC1-P6_S97,NM1-P2_S39,Wet,Dry,0.97846667,WetDry,Rhizobiome
1026,SD1-P1_S115,NM1-P2_S39,Dry,Dry,0.91293333,DryDry,Rhizobiome
1071,SD1-P2_S116,NM1-P2_S39,Dry,Dry,0.94766667,DryDry,Rhizobiome
1117,SD1-P3_S117,NM1-P2_S39,Dry,Dry,0.94646667,DryDry,Rhizobiome
1164,SD1-P4_S118,NM1-P2_S39,Dry,Dry,0.92873333,DryDry,Rhizobiome
1212,SD1-P5_S119,NM1-P2_S39,Dry,Dry,0.9484,DryDry,Rhizobiome
1261,SD1-P6_S120,NM1-P2_S39,Dry,Dry,0.93473333,DryDry,Rhizobiome
7062,TX1-P1_S57,NM1-P2_S39,Wet,Dry,0.96526667,WetDry,Rhizobiome
7119,TX1-P2_S58,NM1-P2_S39,Wet,Dry,0.99093333,WetDry,Rhizobiome
7176,TX1-P3_S59,NM1-P2_S39,Wet,Dry,0.99446667,WetDry,Rhizobiome
7233,TX1-P4_S60,NM1-P2_S39,Wet,Dry,0.98246667,WetDry,Rhizobiome
7290,TX1-P5_S61,NM1-P2_S39,Wet,Dry,0.9752,WetDry,Rhizobiome
7347,TX1-P6_S62,NM1-P2_S39,Wet,Dry,0.98146667,WetDry,Rhizobiome
7404,TX2-P1_S69,NM1-P2_S39,Wet,Dry,0.968,WetDry,Rhizobiome
7461,TX2-P2_S70,NM1-P2_S39,Wet,Dry,0.9606,WetDry,Rhizobiome
7518,TX2-P3_S71,NM1-P2_S39,Wet,Dry,0.9396,WetDry,Rhizobiome
7575,TX2-P4_S72,NM1-P2_S39,Wet,Dry,0.95706667,WetDry,Rhizobiome
7632,TX2-P5_S73,NM1-P2_S39,Wet,Dry,0.95606667,WetDry,Rhizobiome
7689,TX2-P6_S74,NM1-P2_S39,Wet,Dry,0.94173333,WetDry,Rhizobiome
1311,TX3-P1_S81,NM1-P2_S39,Dry,Dry,0.93886667,DryDry,Rhizobiome
1362,TX3-P2_S82,NM1-P2_S39,Dry,Dry,0.93833333,DryDry,Rhizobiome
1414,TX3-P3_S83,NM1-P2_S39,Dry,Dry,0.93066667,DryDry,Rhizobiome
1467,TX3-P4_S84,NM1-P2_S39,Dry,Dry,0.92766667,DryDry,Rhizobiome
1521,TX3-P5_S85,NM1-P2_S39,Dry,Dry,0.91853333,DryDry,Rhizobiome
1576,TX3-P6_S86,NM1-P2_S39,Dry,Dry,0.92393333,DryDry,Rhizobiome
7746,WI1-P2_S20,NM1-P2_S39,Wet,Dry,0.96293333,WetDry,Rhizobiome
7803,WI1-P3_S3,NM1-P2_S39,Wet,Dry,0.97393333,WetDry,Rhizobiome
7860,WI1-P4_S4,NM1-P2_S39,Wet,Dry,0.94473333,WetDry,Rhizobiome
7917,WI1-P5_S21,NM1-P2_S39,Wet,Dry,0.96633333,WetDry,Rhizobiome
7974,WI1-P6_S22,NM1-P2_S39,Wet,Dry,0.96193333,WetDry,Rhizobiome
3358,AL1-P1_S27,NM1-P3_S40,Wet,Dry,0.97286667,WetDry,Rhizobiome
3415,AL1-P2_S28,NM1-P3_S40,Wet,Dry,0.98986667,WetDry,Rhizobiome
3472,AL1-P4_S30,NM1-P3_S40,Wet,Dry,0.98153333,WetDry,Rhizobiome
